0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
31.025957,28.60369,27.430845,26.678448,26.32993,26.101084,25.823563,25.582129,24.777834,24.678986,24.216347,24.195068,23.478674,23.20424,23.19184,23.166216,22.77789,22.722113,22.71331,22.63402,22.611296,22.43198,22.3066,22.283663,22.173454,22.134106,22.06894,21.868967,21.649914,21.52772,"['23174', '20220', '39471', '13717', '5978', '43271', '6706', '12176', '38434', '38446', '48948', '35326', '31256', '26967', '30236', '22606', '45355', '45958', '10327', '35322', '1454', '16189', '38450', '22205', '40823', '17232', '13224', '3203', '12179', '39870']"
30.43732,28.588842,27.698984,27.396992,27.194159,27.170113,26.993792,26.839003,25.766003,25.507711,25.317442,25.237427,25.237427,25.13734,25.001726,24.998156,24.933931,24.760834,24.715458,24.27806,24.186728,23.89291,23.868443,23.702244,23.616383,23.470547,23.336412,23.293707,23.143234,23.120897,"['16277', '9787', '8562', '1479', '24991', '42413', '55740', '19375', '3423', '54892', '14563', '811', '4708', '11321', '23938', '46710', '33686', '6520', '23014', '2526', '42057', '25387', '54564', '24469', '35255', '53551', '23476', '55251', '44062', '51849']"
54.867157,33.970547,29.596294,29.423143,29.018656,28.6431,28.099012,27.47354,27.443106,27.377665,27.152025,25.27175,25.032759,24.86972,24.504442,24.45077,24.31378,24.288858,24.098785,24.098473,24.050392,23.708406,23.697115,23.511713,23.322613,23.296812,23.24378,23.163975,22.982618,22.974304,"['16750', '38610', '30670', '55525', '23357', '49068', '31636', '16315', '32165', '3526', '15371', '17917', '16749', '9256', '29909', '11504', '40933', '9417', '723', '4664', '55632', '18574', '9318', '31351', '7486', '32517', '7610', '16068', '44980', '18994']"
71.5532,51.37303,47.70689,43.12764,42.13035,39.584553,38.66493,38.488304,38.488304,36.806732,36.121464,36.121464,35.99736,35.05683,35.04309,34.810375,34.621105,34.260036,34.19678,34.133022,34.104713,33.588356,33.542267,33.508133,33.501667,33.410248,33.358295,33.024494,32.931503,32.88639,"['21753', '54901', '54905', '44244', '19633', '146', '20380', '148', '4557', '4234', '3608', '5192', '7252', '1003', '34347', '12114', '3419', '26860', '51095', '54903', '5931', '23371', '45453', '13505', '44238', '122', '487', '23192', '1533', '44239']"
47.28049,23.491426,23.42879,22.947548,20.455435,20.433666,18.428383,16.377674,16.241842,15.644105,15.493828,15.223054,15.196214,15.163011,14.824303,14.812196,14.613686,14.3581705,14.352233,14.171986,14.004365,13.994081,13.96374,13.691571,13.643924,13.616077,13.566606,13.523524,13.486647,13.459063,"['14531', '13470', '3621', '44784', '55046', '19026', '34622', '44873', '25580', '44975', '41949', '19458', '46698', '35055', '7112', '20218', '52543', '453', '7434', '54354', '30045', '53772', '18232', '45198', '20089', '2446', '43967', '40294', '4003', '3275']"
72.04168,72.04168,71.09722,67.76598,67.76598,64.32905,62.772713,61.285294,60.651886,60.651886,57.908325,57.908325,52.322384,52.001614,52.001614,49.31718,47.80234,46.16266,45.92833,45.92833,44.984245,44.679787,41.896187,41.896187,41.1921,40.572487,39.658028,38.41199,38.410362,38.30911,"['3157', '5113', '3156', '3158', '5114', '17364', '24548', '3165', '3160', '5115', '3161', '5116', '36285', '3164', '5119', '6438', '42760', '36020', '3162', '5117', '36017', '28710', '3201', '5124', '815', '29143', '18934', '25707', '46330', '50790']"
40.706535,26.236227,24.297209,24.028183,23.78356,21.077646,20.476942,20.182009,20.131977,19.542898,19.542898,19.424417,18.46388,18.113913,17.893126,17.369175,17.281332,17.277405,17.179888,16.737951,16.737951,16.349295,16.24752,16.057604,15.99075,15.965542,15.936294,15.887029,15.670598,15.505559,"['24560', '36650', '55536', '25206', '36654', '51922', '56389', '53985', '56384', '1211', '4790', '42749', '44436', '10177', '1222', '27655', '36652', '15958', '18782', '2809', '5061', '36649', '36653', '36648', '36550', '4278', '22462', '291', '3993', '35144']"
27.495926,27.22014,24.50868,24.109007,24.059845,23.71454,23.443102,22.07114,21.851213,21.718859,21.477999,21.36308,21.342676,21.239431,21.158955,21.086742,21.029287,20.472666,20.466064,20.387426,20.384903,20.35426,20.322733,20.183878,20.108889,19.983994,19.94728,19.922396,19.762358,19.744358,"['36798', '15468', '31365', '38198', '38196', '23174', '30157', '23173', '15320', '10895', '53107', '54877', '31553', '30288', '10115', '6520', '34187', '16801', '30396', '42057', '43015', '22307', '5394', '54377', '47484', '14155', '14131', '38483', '10554', '30149']"
40.85853,33.26755,32.584984,32.497173,31.32418,28.639008,27.312508,27.172544,26.786228,26.026953,25.77412,25.769436,25.75388,25.005178,24.911806,24.848099,24.848099,24.82758,24.613365,24.592375,24.534603,24.516253,24.511406,24.417952,24.21064,24.157253,23.956976,23.861446,23.796352,23.781502,"['35506', '22610', '46270', '9398', '52056', '24431', '5844', '155', '17573', '53890', '30326', '46127', '16667', '48147', '20216', '3209', '5126', '12398', '23432', '43281', '30856', '18948', '11167', '8385', '25604', '55119', '54702', '27800', '15329', '50387']"
40.64294,34.529102,34.3689,32.622982,32.206875,32.055405,27.071507,27.048258,26.110546,22.422289,22.008865,20.915022,20.77315,19.842472,19.569204,19.514065,19.135094,19.10617,19.008554,18.922554,18.709375,18.661436,18.580797,18.53986,18.493631,18.399672,18.247759,18.17344,18.083002,17.87443,"['21968', '12829', '21969', '23173', '21971', '21970', '23774', '23174', '21973', '37366', '16581', '23683', '8063', '31975', '13717', '17317', '3706', '8990', '42383', '278', '40934', '20987', '14129', '3701', '33793', '53824', '33060', '21961', '24919', '6218']"
