0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
15.209809,14.490308,14.336659,12.550987,12.521003,12.39058,12.376231,12.368734,12.201874,12.0154295,11.907045,11.649641,11.645216,11.588057,11.548769,11.482412,11.389407,11.185267,11.117758,11.086933,11.014355,10.998054,10.99486,10.954089,10.92125,10.871039,10.861815,10.857402,10.852221,10.805812,10.675845,10.661007,10.651125,10.611351,10.598495,10.562421,10.554988,10.527486,10.454283,10.428613,10.326667,10.323892,10.311272,10.28938,10.27629,10.244448,10.195103,10.18693,10.166639,10.127638,10.115674,10.105853,10.099706,10.094612,10.084969,10.06502,10.038339,10.035826,10.033181,10.032093,10.027444,10.0262785,10.013392,9.999235,9.991716,9.956234,9.914226,9.909694,9.905482,9.904227,9.886561,9.871256,9.854852,9.853447,9.844443,9.822668,9.821486,9.80573,9.77184,9.757143,9.714934,9.704309,9.692578,9.638709,9.58162,9.565357,9.559551,9.549211,9.506458,9.5027485,9.495929,9.452777,9.447888,9.436184,9.430416,9.41207,9.410435,9.403219,9.383657,9.38088,"['13717', '39471', '23174', '30236', '38434', '11493', '20220', '43271', '12176', '21600', '5978', '22606', '30892', '31256', '35326', '38450', '49503', '6706', '17229', '38446', '16189', '26967', '26080', '35322', '12105', '17232', '48948', '38436', '39870', '10327', '9502', '11868', '3660', '3203', '35438', '45958', '32829', '12179', '25612', '40823', '11813', '39328', '39474', '10712', '39475', '19474', '17879', '49504', '51942', '43190', '15384', '20532', '11047', '5861', '53819', '22205', '13224', '34643', '17155', '55926', '11036', '13887', '10353', '26633', '41744', '53827', '35255', '10333', '1454', '38423', '15078', '24508', '1455', '17160', '53554', '21605', '31197', '12195', '19299', '35323', '45971', '16256', '16633', '12304', '16190', '11193', '1456', '20318', '29574', '35321', '53821', '24148', '5778', '10281', '1965', '31252', '9570', '28666', '12927', '30566']"
17.74023,17.221912,17.159557,17.150349,16.96911,16.918673,16.433012,15.906331,15.906331,15.800935,15.403353,15.366076,15.222392,15.192232,15.178314,15.15987,15.1588545,15.138928,15.057309,15.0453615,15.010132,14.953382,14.933847,14.930826,14.9204445,14.914391,14.846707,14.781496,14.741237,14.6912155,14.669721,14.502507,14.403333,14.346742,14.225026,14.158322,14.131041,14.102356,14.097168,14.084542,14.077412,14.065624,13.983201,13.965713,13.959964,13.891399,13.88512,13.772575,13.769611,13.758561,13.742415,13.727151,13.715741,13.684805,13.652076,13.614778,13.609121,13.598247,13.59541,13.565281,13.560826,13.50159,13.479005,13.469256,13.4673,13.462176,13.44504,13.435763,13.42684,13.425929,13.4128895,13.404464,13.384911,13.379484,13.379168,13.369659,13.364743,13.356905,13.322798,13.304614,13.29528,13.278973,13.239142,13.215643,13.200404,13.159979,13.159979,13.15422,13.14917,13.145829,13.120016,13.117966,13.1125555,13.103168,13.073874,13.069995,13.067715,13.0590315,13.046627,13.03666,"['6520', '55740', '42413', '54564', '54877', '16277', '42057', '811', '4708', '9787', '46522', '8562', '54269', '17292', '33686', '49410', '35255', '47409', '11321', '14666', '1479', '24991', '14563', '44062', '14131', '49977', '51849', '23938', '2977', '3423', '41149', '54377', '38196', '50927', '37629', '25637', '53448', '27408', '20531', '23476', '26724', '35237', '32468', '36487', '35684', '25133', '33244', '15374', '45127', '53551', '12397', '48742', '52635', '21943', '18382', '8860', '35432', '35276', '49749', '45499', '24808', '10497', '14129', '54892', '25568', '31201', '37185', '56246', '55996', '51726', '23174', '24202', '17770', '40465', '53886', '24469', '51758', '39874', '42684', '22189', '48743', '46710', '42455', '46709', '34985', '1236', '4794', '54379', '21961', '45166', '34055', '21391', '38913', '30738', '53931', '28670', '36621', '14126', '47484', '8854']"
28.233858,19.331045,16.845697,15.870274,15.817602,15.717887,15.6117735,15.344041,15.208797,15.126125,14.958623,14.872434,14.831386,14.7779,14.725271,14.707041,14.536878,14.336221,14.242126,14.107339,14.036638,13.955965,13.883632,13.866985,13.779553,13.55758,13.513027,13.482617,13.449672,13.35952,13.340346,13.299205,13.247843,13.161861,13.15324,13.107335,13.101335,13.09358,13.073389,12.966006,12.960669,12.959511,12.946607,12.923657,12.919927,12.876968,12.843351,12.804614,12.767504,12.767504,12.760544,12.654389,12.629105,12.616906,12.555093,12.526324,12.512363,12.500885,12.470005,12.416575,12.416575,12.396335,12.391162,12.380646,12.358904,12.352145,12.336167,12.319778,12.316193,12.310854,12.30182,12.292845,12.288577,12.280372,12.272932,12.2717705,12.271091,12.269781,12.259401,12.257188,12.225818,12.211138,12.199272,12.177159,12.162795,12.153378,12.152385,12.124284,12.106246,12.105821,12.098549,12.098012,12.046301,12.044108,12.035382,12.035382,12.03234,12.023712,12.023325,12.016173,"['16750', '38610', '31636', '12480', '30670', '15371', '23357', '16064', '40933', '44980', '55632', '18574', '53724', '52670', '16315', '49068', '3526', '13016', '12467', '55525', '9417', '50614', '723', '4664', '16749', '5862', '28855', '5963', '23741', '11007', '33859', '11428', '26481', '16067', '22804', '25562', '32926', '44864', '23031', '9256', '22491', '7486', '20324', '16059', '21918', '48221', '54269', '39769', '1346', '4812', '36931', '55174', '30446', '47940', '54566', '40178', '22876', '17917', '8537', '329', '4588', '45359', '50182', '3459', '38678', '16068', '55154', '24730', '56025', '11504', '35534', '32517', '32165', '47651', '17727', '32173', '43516', '30054', '54779', '16670', '15418', '13751', '35225', '27470', '50468', '50541', '53598', '27759', '1302', '25811', '12851', '22063', '15317', '19130', '616', '4648', '27414', '52129', '23787', '13856']"
37.999165,27.450298,25.33591,22.533173,21.389961,21.114534,20.951744,20.947622,20.563982,20.19472,20.129045,20.115936,19.966589,19.321507,19.298637,19.260586,18.946646,18.946646,18.888206,18.69669,18.662413,18.560373,18.536514,18.156376,17.988718,17.977474,17.90033,17.90033,17.884335,17.782547,17.736103,17.577744,17.560131,17.48343,17.472878,17.447073,17.421553,17.216381,17.15923,17.158375,17.116755,17.05323,16.985056,16.947466,16.825468,16.786184,16.753021,16.752459,16.738338,16.677996,16.677996,16.605797,16.536896,16.493048,16.491302,16.461802,16.445522,16.266367,16.214972,16.20785,15.991969,15.924583,15.924583,15.862486,15.791813,15.690884,15.675501,15.662139,15.608527,15.56453,15.548419,15.523574,15.507986,15.494734,15.473753,15.397341,15.35888,15.337565,15.337565,15.296818,15.2777605,15.251902,15.250398,15.235262,15.220773,15.210298,15.203388,15.161961,15.149883,15.147591,15.128426,15.126041,15.125248,15.102463,15.085898,15.073562,15.024868,15.01202,15.003874,15.002054,"['21753', '54901', '54905', '44244', '26723', '26860', '19633', '1003', '3419', '13505', '44238', '487', '146', '12114', '40282', '4234', '148', '4557', '5931', '10687', '7252', '1533', '10676', '54903', '10488', '185', '3608', '5192', '23371', '27484', '11661', '50429', '3347', '20380', '51095', '10686', '1929', '15301', '44241', '23192', '44245', '37211', '122', '44239', '30286', '9105', '4451', '15692', '3834', '2638', '5027', '17805', '4166', '8925', '52298', '5416', '45453', '6495', '44168', '27529', '37938', '1024', '4746', '34347', '123', '17660', '3864', '10797', '40655', '12685', '54902', '33307', '7182', '49913', '26503', '3861', '14101', '147', '4556', '3086', '54588', '26808', '52675', '17422', '25700', '20358', '6468', '45017', '20598', '15600', '41293', '41099', '16746', '4182', '51180', '55619', '52960', '23399', '1280', '23394']"
21.75668,13.500171,13.14399,12.400811,12.16224,11.783219,11.568097,10.894782,10.848717,10.514894,10.330736,9.827284,9.536978,9.423123,9.420301,9.297768,9.224551,9.204353,9.134287,8.990353,8.926351,8.823779,8.706565,8.647891,8.510914,8.50583,8.501857,8.460255,8.433037,8.426392,8.380273,8.361598,8.33184,8.328688,8.322603,8.316812,8.306757,8.227207,8.205236,8.185111,8.177673,8.149302,8.095275,8.093014,8.091766,8.080857,8.079503,7.9743633,7.9715366,7.9575434,7.9474745,7.9403024,7.938504,7.9374566,7.9317846,7.905001,7.8857684,7.8565784,7.83449,7.8076205,7.790012,7.7490687,7.7490687,7.7175345,7.7154727,7.694861,7.688708,7.67911,7.6693354,7.6008635,7.5960293,7.5889506,7.588339,7.584126,7.552439,7.54976,7.5466647,7.5397487,7.523523,7.5089183,7.4953966,7.4928794,7.4730215,7.471291,7.4562182,7.4543605,7.454324,7.438451,7.4375176,7.4277835,7.4270453,7.417954,7.417163,7.4063435,7.406161,7.403401,7.399353,7.366534,7.363535,7.362233,"['14531', '13470', '3621', '19026', '55046', '34622', '44784', '44873', '53772', '34231', '7434', '46698', '44096', '44975', '30045', '7112', '23510', '35055', '19458', '4003', '52127', '22957', '24537', '37436', '41949', '27686', '3275', '20087', '10937', '54354', '9798', '48021', '20089', '51680', '42302', '55603', '5786', '25580', '39627', '51676', '28581', '20088', '54541', '47533', '37450', '47064', '37265', '10243', '41705', '25789', '54351', '54543', '46708', '45345', '40294', '13779', '28105', '453', '56696', '41607', '48583', '4299', '5276', '20881', '10533', '34697', '43605', '39826', '15529', '38210', '31904', '8865', '31648', '1517', '32672', '52543', '15172', '40832', '43967', '5622', '17711', '38211', '34809', '45198', '20218', '27721', '52520', '29110', '9765', '39045', '45162', '41363', '35811', '5674', '46872', '18232', '42081', '55866', '29969', '26182']"
36.4366,34.550114,32.95934,32.95934,30.783478,30.783478,30.54892,30.54892,29.48126,27.405773,27.255552,25.772638,25.772638,25.41477,25.401506,23.999416,23.999416,23.337633,23.337633,23.097048,22.891855,22.880934,22.556725,22.37548,21.451254,21.42674,21.097353,20.941345,20.842226,20.67244,20.581553,20.549137,20.549137,20.444931,20.009764,19.574354,19.565525,19.506641,19.469273,19.461163,19.31593,19.297615,19.239773,19.14498,19.073864,19.039728,18.972763,18.839115,18.797678,18.797678,18.706675,18.697954,18.69762,18.697304,18.521158,18.521158,18.450357,18.33584,18.287827,18.23281,18.203382,18.126411,18.126411,18.036905,18.011003,17.938171,17.937225,17.844257,17.826519,17.779373,17.663698,17.602655,17.561821,17.536625,17.49254,17.47196,17.448847,17.442251,17.39271,17.331867,17.326319,17.300333,17.26344,17.257437,17.210787,17.200937,17.198357,17.191336,17.171997,17.171997,17.154423,17.153952,17.108505,17.037634,17.013647,16.959742,16.942085,16.912226,16.898523,16.815035,"['3156', '17364', '3157', '5113', '3158', '5114', '3160', '5115', '24548', '36285', '3165', '3161', '5116', '36020', '6438', '3162', '5117', '3164', '5119', '42760', '36017', '29143', '28710', '18223', '48619', '54953', '50790', '20875', '815', '20313', '6583', '3201', '5124', '49079', '42156', '27748', '46330', '21637', '20286', '20635', '33633', '54237', '37781', '54914', '17860', '18934', '25707', '8938', '3919', '5232', '44395', '53949', '33635', '46439', '813', '4710', '54052', '39955', '14658', '24306', '2613', '3913', '5228', '18316', '14654', '48294', '16024', '24446', '2888', '33629', '48476', '46438', '44394', '3908', '49320', '50131', '36205', '13711', '36572', '2702', '16668', '31309', '1873', '18982', '48618', '54047', '41934', '47635', '3918', '5231', '54125', '54855', '51612', '21666', '124', '18325', '7746', '5465', '56515', '8216']"
21.232695,14.448756,14.254629,14.191692,13.982022,13.688936,13.002545,11.836732,11.766471,11.661708,11.073584,11.020771,10.951001,10.861076,10.858347,10.643645,10.643645,10.526665,10.489845,10.477602,10.467875,10.419446,10.355309,10.346299,10.346299,10.139592,10.078057,10.077121,10.050414,10.043658,10.034985,10.034985,10.00112,9.920645,9.877345,9.848642,9.825642,9.76187,9.757095,9.716548,9.659811,9.575286,9.5329275,9.487041,9.4384985,9.391756,9.388678,9.356533,9.322372,9.239353,9.167542,9.160211,9.157764,9.12923,9.113001,9.104139,9.064142,9.062561,9.048472,9.033492,8.958486,8.935998,8.9269,8.923903,8.894939,8.881049,8.826581,8.816919,8.810923,8.781365,8.778734,8.740947,8.736559,8.675626,8.666538,8.653885,8.645978,8.616073,8.596174,8.552535,8.513905,8.506117,8.501023,8.482387,8.47839,8.472636,8.457832,8.439987,8.381137,8.381137,8.37827,8.35501,8.354843,8.348739,8.348443,8.344562,8.324034,8.323378,8.319607,8.262363,"['24560', '53985', '25206', '36654', '55536', '36650', '51922', '3993', '56389', '56384', '36551', '15958', '10177', '44436', '22462', '2809', '5061', '14123', '35144', '36653', '14774', '39565', '18782', '1211', '4790', '42749', '27655', '33688', '3442', '36652', '397', '4611', '24671', '39564', '48552', '12823', '52670', '134', '19442', '7515', '29278', '24670', '31859', '7979', '38435', '1222', '30926', '32588', '36648', '36540', '7978', '30322', '14775', '4278', '21480', '15016', '4471', '30925', '36377', '24833', '40136', '39989', '38254', '291', '35153', '36550', '42543', '50764', '48089', '52061', '6445', '4510', '15017', '20067', '38874', '39921', '20568', '25102', '14024', '10186', '8221', '36649', '56035', '56093', '37067', '42470', '56013', '53815', '2286', '4970', '56387', '1219', '2832', '56451', '18619', '36395', '16433', '34945', '55366', '30011']"
15.77045,15.347711,15.103481,14.14541,13.745545,13.598202,13.406035,13.365448,13.217683,13.126709,12.916884,12.721872,12.631058,12.6151495,12.3677,12.3423195,12.328776,12.195254,12.186344,12.154004,12.119694,12.0849495,12.003887,11.936384,11.933469,11.827687,11.788882,11.69497,11.689655,11.646666,11.598358,11.5490465,11.519488,11.505781,11.463436,11.394057,11.379018,11.3674345,11.34516,11.338913,11.33772,11.313562,11.2977085,11.283954,11.267044,11.263887,11.212941,11.146352,11.138726,11.054481,10.981748,10.981452,10.981452,10.981452,10.928097,10.866768,10.866768,10.84658,10.8378935,10.83581,10.827482,10.8206215,10.815469,10.731844,10.715292,10.699498,10.693888,10.670975,10.645316,10.612828,10.612417,10.611239,10.540769,10.538252,10.538252,10.530748,10.505866,10.498589,10.494736,10.483726,10.478796,10.449467,10.4191265,10.410124,10.404223,10.400325,10.3918085,10.390347,10.389643,10.367206,10.36268,10.354548,10.350856,10.331032,10.319856,10.319856,10.317714,10.307153,10.305556,10.303853,"['15320', '38196', '36798', '54877', '38483', '53107', '15468', '38198', '6520', '22307', '14131', '49977', '23174', '43228', '42057', '30288', '27399', '23173', '17252', '13076', '56401', '33975', '16801', '30157', '31553', '45166', '54377', '34187', '51726', '34134', '31365', '54379', '43015', '10895', '5394', '49875', '47484', '10115', '10554', '32468', '36621', '11408', '54712', '21398', '40856', '6521', '41028', '31201', '30343', '14155', '42684', '30149', '30188', '31486', '48871', '1556', '4849', '39874', '30396', '46121', '17292', '14129', '22927', '15735', '19455', '11395', '11499', '8860', '23362', '43186', '36487', '35758', '55740', '1889', '4894', '35684', '32980', '52841', '21961', '55789', '1210', '28670', '33992', '278', '8063', '32654', '29192', '47254', '24991', '38899', '47126', '30364', '10985', '17975', '1236', '4794', '30399', '45127', '18382', '15317']"
24.79588,20.254436,19.368668,19.000982,18.983313,17.461731,16.455376,16.257973,16.218222,16.174799,16.111633,15.852428,15.474299,15.433753,15.433275,15.18258,15.157011,15.141991,15.120785,14.977451,14.962092,14.9595585,14.948951,14.931895,14.837407,14.810837,14.784482,14.735563,14.64674,14.572547,14.407233,14.388426,14.38372,14.353192,14.310466,14.223617,14.193492,14.112189,14.111922,14.059092,14.039495,13.989562,13.946805,13.944399,13.927602,13.917284,13.906174,13.895997,13.857871,13.832989,13.785758,13.785758,13.774624,13.766441,13.765886,13.74783,13.699276,13.675951,13.6290045,13.517242,13.512464,13.503415,13.432279,13.431926,13.424114,13.412842,13.356404,13.34203,13.335995,13.29919,13.257767,13.243162,13.237877,13.23021,13.203443,13.203443,13.191176,13.191176,13.170435,13.169113,13.165384,13.136655,13.135506,13.108815,13.091277,13.067301,13.052723,13.008945,12.983048,12.957786,12.954694,12.924871,12.913331,12.911916,12.893991,12.881841,12.843134,12.8229265,12.814908,12.812051,"['35506', '22610', '46270', '9398', '52056', '5844', '13287', '30856', '24431', '53890', '20216', '30591', '47039', '49194', '155', '11815', '45302', '35655', '23432', '43281', '28338', '42838', '47905', '11167', '16667', '21118', '20537', '572', '12398', '17573', '27800', '48147', '23382', '55730', '36021', '23275', '34760', '46127', '50332', '2010', '45274', '38147', '55563', '18948', '38597', '23853', '43980', '2049', '31893', '29290', '3209', '5126', '50387', '49340', '9682', '39616', '25604', '45270', '28880', '15824', '26800', '15329', '7665', '40735', '44165', '9402', '1959', '42153', '25192', '23575', '22880', '8385', '17182', '45271', '3699', '5206', '390', '4608', '36389', '20695', '27248', '14763', '22218', '39374', '13448', '50416', '56090', '25324', '15622', '5379', '34038', '21560', '51651', '24070', '9397', '16321', '37468', '30326', '40297', '55030']"
21.7611,16.605919,16.483109,16.095055,15.434861,15.093702,15.0705,14.902707,14.841232,14.128354,13.651152,13.476486,13.393244,13.272955,12.988679,12.961893,12.5894375,12.559387,12.318425,12.22338,12.092082,11.937951,11.814196,11.687319,11.591274,11.587357,11.477873,11.468545,11.454266,11.386658,11.311711,11.289545,11.276817,11.227293,11.186932,11.159044,11.146066,11.117334,11.095491,11.077388,11.077226,11.057272,11.024433,11.003263,10.929753,10.873593,10.851338,10.829241,10.751605,10.747381,10.737265,10.734093,10.679589,10.619957,10.610266,10.59138,10.589653,10.520848,10.4871435,10.4871435,10.443241,10.423699,10.40736,10.378778,10.363551,10.355309,10.355309,10.340404,10.337155,10.333071,10.305796,10.2864065,10.279984,10.151952,10.148189,10.148109,10.139057,10.099541,10.091644,10.068298,10.0676565,10.05332,10.02281,10.022111,10.006178,9.990959,9.981489,9.9795,9.9795,9.960931,9.942668,9.925399,9.920923,9.899101,9.896683,9.889543,9.884652,9.875656,9.873489,9.871743,"['21968', '12829', '23173', '17317', '21969', '21973', '21971', '23174', '20987', '21970', '8063', '23683', '36372', '37366', '15320', '31975', '23774', '42383', '49039', '53786', '13717', '278', '33992', '46276', '20760', '35446', '42267', '16578', '14129', '23341', '23362', '3706', '43374', '53823', '23548', '27218', '53825', '25688', '55825', '40934', '12946', '31692', '14131', '38483', '17237', '30913', '21363', '7167', '22927', '12176', '1399', '15661', '1965', '16633', '38196', '26672', '13038', '6521', '1279', '4798', '1322', '16581', '35767', '33060', '30361', '372', '4597', '49977', '24919', '6860', '39884', '1900', '17151', '3660', '21906', '55826', '2420', '26663', '123', '55981', '22668', '32458', '53107', '6551', '25671', '21961', '35237', '980', '4737', '10311', '15639', '16235', '14120', '10607', '10725', '7935', '29203', '8990', '12380', '31470']"
