0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
14.473687,14.362951,14.332067,13.882743,13.7836685,13.285862,12.650623,12.624985,12.446787,12.371642,12.142158,12.134096,12.132859,12.052506,12.025604,12.017911,11.991784,11.983803,11.876852,11.839772,11.795752,11.753508,11.703914,11.509447,11.338487,11.122751,10.972464,10.8904085,10.799002,10.783753,"['23174', '6706', '5978', '20220', '39471', '43271', '13717', '35326', '34643', '51998', '30892', '31256', '21600', '38446', '16189', '5953', '35322', '30236', '12176', '38434', '39475', '40823', '11493', '26967', '10327', '22606', '48948', '50002', '38450', '25612']"
20.143852,19.894783,19.582825,19.534506,18.91271,18.570898,18.491774,18.315144,18.315144,18.254568,18.169264,18.158903,17.954865,17.937407,17.686785,17.529339,17.458094,17.24594,17.193106,17.181633,17.067696,16.908348,16.832596,16.815973,16.734547,16.72628,16.653591,16.641075,16.58649,16.579695,"['1479', '11321', '5540', '46710', '42413', '54892', '23476', '811', '4708', '24991', '25064', '12397', '14563', '17048', '33686', '8562', '53757', '5541', '19811', '9787', '46709', '35853', '16698', '42582', '16277', '44062', '25563', '36036', '16230', '6251']"
27.352655,21.433374,20.08424,18.921701,18.151043,18.14854,17.905357,17.58627,17.086996,16.88955,16.875742,16.73311,16.72609,16.701582,16.43473,16.28705,16.266861,16.220015,16.193863,16.156403,16.035265,15.701978,15.639446,15.547888,15.545197,15.425735,15.407654,15.253899,15.05013,15.018064,"['16750', '38610', '16064', '16315', '30670', '49068', '53598', '31636', '23357', '16059', '15371', '723', '3526', '4664', '7486', '246', '44976', '55525', '46027', '9256', '25811', '44864', '41686', '16670', '25562', '7610', '2732', '11428', '31351', '16169']"
37.080933,30.34881,24.607126,23.667822,22.951057,22.951057,20.86078,20.86078,20.418365,20.150696,19.6712,19.615936,19.449003,19.291838,18.691294,18.665642,18.625818,18.548231,18.345709,18.260895,18.227613,18.204752,18.064022,17.92936,17.849165,17.741795,17.716986,17.683392,17.674467,17.60092,"['21753', '54901', '44244', '54905', '148', '4557', '3608', '5192', '51095', '19633', '34347', '146', '45453', '11661', '26723', '10686', '44239', '27484', '7252', '3419', '54903', '20380', '44168', '1533', '4234', '26860', '10676', '23192', '44238', '1003']"
22.773317,13.958676,13.385982,11.952763,11.871753,11.744102,11.692798,10.827022,10.637766,10.589268,10.403168,10.296361,9.642149,9.60666,9.558108,9.229046,9.105118,9.053531,8.989014,8.966607,8.945687,8.942381,8.920409,8.839272,8.797552,8.7822275,8.767943,8.767767,8.760798,8.757308,"['14531', '3621', '19026', '46698', '34622', '13470', '55046', '44784', '23452', '25580', '44873', '34231', '37436', '40294', '23510', '45620', '22957', '52543', '11120', '20158', '3275', '18232', '53772', '6488', '35055', '11457', '14310', '37592', '20218', '22385']"
36.28569,36.28569,33.37001,33.37001,32.526764,32.404354,32.404354,30.404144,30.057884,30.00696,30.00696,29.375237,28.306467,28.306467,27.732758,26.457317,24.720156,24.37886,23.761694,23.760437,23.716446,22.827707,22.662386,22.662386,22.65784,22.65784,22.503563,22.344376,22.344376,22.186058,"['3157', '5113', '3160', '5115', '3156', '3158', '5114', '17364', '24548', '3161', '5116', '3165', '3164', '5119', '36285', '42760', '18391', '53949', '28710', '33629', '6438', '50790', '3162', '5117', '3201', '5124', '16698', '813', '4710', '815']"
21.779926,17.58438,14.9135895,14.033857,13.77081,12.871436,12.70841,12.692373,12.334736,12.332932,12.304428,12.290499,12.2806635,12.177653,12.165257,12.165257,11.621493,11.552682,11.340768,11.213135,11.121092,11.115343,11.115343,10.980967,10.971716,10.8414755,10.775938,10.725916,10.725916,10.584153,"['24560', '36650', '36654', '55536', '51922', '56384', '25206', '10177', '56389', '44436', '53985', '35144', '22462', '42749', '1211', '4790', '3993', '1222', '36540', '18782', '33688', '2809', '5061', '15016', '56013', '19442', '36551', '397', '4611', '7515']"
16.783987,14.394437,14.081714,13.735121,13.729736,13.6577425,13.6486225,13.417896,13.228621,13.14186,13.094739,13.03622,12.954755,12.89426,12.879039,12.871726,12.851569,12.84348,12.738924,12.722162,12.631915,12.620452,12.595236,12.548537,12.475489,12.454029,12.416842,12.41268,12.304537,12.262074,"['15468', '36798', '10554', '38198', '5540', '3706', '30157', '30288', '42684', '15320', '31365', '8533', '21961', '10895', '34187', '16698', '38483', '11321', '24991', '14129', '38196', '29363', '31058', '46121', '31553', '35758', '23174', '11499', '21906', '51598']"
26.615108,20.643044,19.253939,19.125721,18.585064,17.996662,17.838282,17.74299,17.731762,17.642712,17.634424,17.165266,17.00347,16.421465,16.400671,16.367384,16.168182,16.138496,16.098747,16.076294,15.743382,15.569486,15.557457,15.45868,15.45868,15.427863,15.368152,15.224683,15.162916,15.051967,"['35506', '155', '22610', '9398', '52056', '5844', '46270', '8385', '23432', '30326', '16523', '48147', '54459', '23575', '17573', '53890', '6240', '46127', '27800', '13769', '11167', '10195', '42153', '3209', '5126', '458', '22880', '16667', '51651', '24070']"
20.996326,15.999798,15.684448,15.365907,15.157431,14.935405,14.781555,14.650777,14.132948,14.004893,13.950519,13.871111,13.7862015,13.2067585,12.824991,12.782449,12.608451,12.436458,12.419031,12.417158,12.403997,12.387214,12.340329,12.195966,12.190623,12.049524,12.0436,11.934901,11.917562,11.891393,"['21968', '23173', '3706', '21969', '23548', '23174', '37366', '12829', '23774', '21971', '33992', '21970', '21973', '14129', '17317', '14120', '32458', '8063', '26380', '44995', '21906', '31975', '16169', '13038', '23683', '53932', '5541', '31692', '21961', '35446']"
36.904915,21.79887,18.980726,15.635985,15.307007,15.260708,15.171657,14.967621,14.953666,14.947086,14.594269,14.127448,14.100465,13.950779,13.845403,13.845036,13.761181,13.5619755,13.551456,13.429305,13.423208,13.398946,13.279766,13.22123,13.083185,13.056671,13.032235,13.018564,13.007485,12.9734125,"['6257', '22054', '20594', '42592', '32065', '43287', '46826', '8513', '45851', '9875', '44817', '6990', '252', '5953', '8766', '23556', '21573', '28984', '42999', '43506', '45972', '5540', '42293', '12053', '43381', '53248', '34053', '54792', '28002', '17331']"
