0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
17.999207,17.391212,17.34031,16.963402,16.919376,16.599878,15.815818,15.796116,15.725606,15.411148,15.385466,15.3001175,15.222141,15.054926,15.047104,15.024426,14.979998,14.973192,14.918288,14.617073,14.351598,14.3226185,14.131551,13.982464,13.91576,13.83545,13.783098,13.718932,13.652174,13.613966,"['23174', '5978', '6706', '20220', '39471', '43271', '34643', '13717', '35326', '51998', '38434', '30236', '21600', '40823', '38446', '30892', '12176', '16189', '35322', '39475', '26967', '5953', '48948', '10327', '11493', '15078', '22606', '31256', '5861', '12055']"
26.395172,26.12739,25.929861,25.839003,25.38599,25.187382,25.094296,25.065994,24.978691,24.663847,24.428122,24.227152,24.19549,24.164358,24.077604,23.964403,23.948734,23.844847,23.763916,23.690245,23.690245,23.676281,23.648561,23.487871,23.396975,23.048012,22.984173,22.882483,22.865582,22.837217,"['1479', '46710', '5540', '11321', '42413', '54892', '14563', '8562', '24991', '33686', '25064', '23476', '17048', '19811', '16277', '42582', '25563', '53757', '12397', '811', '4708', '5541', '22585', '55740', '9787', '46709', '38374', '23014', '34103', '44062']"
32.533897,27.27277,24.889908,24.097477,23.830181,23.579481,23.132833,22.628885,22.587034,22.318806,21.955887,21.766083,21.514908,21.433601,21.41583,21.415277,21.414148,21.289839,21.104109,20.966755,20.949118,20.837505,20.763306,20.681467,20.455118,20.429085,20.241177,20.150982,20.143223,20.026958,"['16750', '38610', '16064', '16315', '49068', '30670', '31636', '53598', '7486', '16059', '3526', '9256', '55525', '723', '2732', '246', '4664', '23357', '41686', '46027', '44976', '25811', '16670', '9318', '7610', '11428', '15371', '1302', '31351', '42535']"
42.564213,34.363922,28.60129,27.983604,27.879864,27.879864,24.919844,24.919844,24.661737,24.616465,24.51566,24.013235,23.236814,23.120537,22.998896,22.896503,22.859724,22.772514,22.62684,22.601286,22.500118,22.409788,22.303118,22.269894,22.17921,22.15417,22.11831,22.025942,21.918728,21.801023,"['21753', '54901', '44244', '54905', '148', '4557', '3608', '5192', '19633', '146', '51095', '34347', '11661', '45453', '10686', '4234', '27484', '54903', '44239', '3419', '7252', '20380', '26860', '44238', '26723', '1003', '5931', '10676', '44168', '1533']"
26.283295,17.526487,16.363506,15.4013405,15.132825,15.107515,14.70588,14.627529,14.316741,13.845108,13.385678,13.231239,12.638542,12.611466,12.60674,12.574706,12.491778,12.489741,12.443426,12.416475,12.414914,12.373056,12.330679,12.316122,12.283128,12.267133,12.252975,12.201513,12.106505,12.105446,"['14531', '3621', '19026', '13470', '34622', '55046', '46698', '44784', '44873', '25580', '34231', '23452', '52543', '37436', '40294', '23510', '18232', '20218', '41949', '44975', '35055', '45620', '6488', '53772', '22957', '11924', '43967', '19458', '4023', '287']"
42.045948,42.045948,39.012627,38.460117,38.460117,37.835392,37.835392,35.15261,35.13224,34.81728,34.81728,34.402737,33.329998,33.329998,33.15693,31.608328,30.034575,30.01635,29.27456,29.141256,29.067379,29.03325,28.790264,28.790264,28.34814,28.34814,27.998457,27.78907,27.72245,27.694784,"['3157', '5113', '3156', '3160', '5115', '3158', '5114', '24548', '17364', '3161', '5116', '3165', '3164', '5119', '36285', '42760', '33629', '18391', '6438', '28710', '53949', '50790', '3201', '5124', '3162', '5117', '16698', '36017', '815', '813']"
24.749598,19.934729,17.72768,16.914368,16.704786,15.4728,15.276562,15.241701,15.186554,15.111374,15.088404,15.053749,15.034791,15.034791,14.942394,14.862237,14.305139,14.1525955,14.0985985,13.857061,13.821537,13.821537,13.55875,13.494515,13.455331,13.423466,13.423466,13.232073,13.210502,13.192673,"['24560', '36650', '36654', '55536', '51922', '25206', '56384', '53985', '35144', '10177', '44436', '42749', '1211', '4790', '56389', '22462', '18782', '3993', '36540', '1222', '2809', '5061', '7515', '33688', '36551', '397', '4611', '30926', '15016', '56013']"
20.18786,18.25377,18.06599,17.742342,17.483112,17.423214,17.391052,17.178246,17.102608,17.047201,16.880112,16.841993,16.803728,16.75392,16.72637,16.678627,16.603436,16.53365,16.526295,16.39229,16.37304,16.360386,16.346283,16.32891,16.32393,16.241531,16.230976,16.150942,16.136147,16.052837,"['15468', '36798', '10554', '38198', '8533', '10895', '5540', '34187', '30288', '15320', '23174', '11499', '31553', '3706', '31365', '42684', '38483', '24991', '16698', '29363', '6134', '11321', '46121', '30157', '38196', '14129', '35758', '21961', '30561', '21398']"
31.318203,25.305222,24.72799,24.003561,23.579107,23.134258,22.86671,22.237755,22.226051,22.099554,21.808554,21.628366,21.554195,21.48691,21.222939,20.727097,20.652596,20.623285,20.504797,20.47496,20.378122,20.378122,20.366049,20.344505,20.31765,20.27257,20.233002,20.079727,20.065042,19.95625,"['35506', '155', '22610', '9398', '52056', '46270', '5844', '30326', '8385', '16523', '23432', '48147', '54459', '46127', '53890', '23575', '27800', '17573', '24431', '13769', '3209', '5126', '6240', '16667', '10195', '1306', '11167', '24070', '22880', '42153']"
24.378082,20.17614,19.25597,19.068226,18.652283,18.567581,18.393154,18.330177,17.670746,17.164896,16.98581,16.85764,16.783445,16.68291,16.517982,16.500584,16.458513,16.326027,16.313694,16.046198,16.013332,15.9471445,15.805207,15.726862,15.691206,15.682628,15.661243,15.648459,15.627449,15.619913,"['21968', '23173', '21969', '23174', '23548', '3706', '37366', '12829', '21971', '23774', '33992', '14129', '21970', '21973', '23683', '17317', '8063', '14120', '16169', '32458', '21906', '44995', '6134', '53932', '26380', '35446', '31975', '20987', '24919', '5541']"
