0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
50.60518,49.11775,47.749653,47.405743,47.330353,47.275444,47.121815,46.619484,46.406395,46.232475,45.554165,45.46909,45.22826,44.802177,44.663136,44.49963,44.32906,43.877148,43.845867,43.670643,43.61596,43.378952,43.067677,43.063026,43.051414,43.047676,42.95374,42.93958,42.89285,42.75151,"['23174', '39471', '43271', '5978', '13717', '6706', '38434', '12176', '38446', '30236', '35326', '48948', '35322', '17232', '12179', '1454', '12105', '22606', '45355', '10327', '49504', '5861', '38450', '10353', '22205', '20220', '31202', '5778', '39475', '11788']"
98.18652,96.77685,96.45966,95.42566,95.27612,94.98514,94.94159,94.83745,94.80982,94.76839,94.71613,94.6321,94.30248,94.22291,94.20621,94.09944,93.681946,93.46645,93.30671,93.29893,93.28302,93.224625,93.1165,92.7358,92.73534,92.603,92.58789,92.52378,92.52224,92.50771,"['16277', '8562', '46710', '33686', '25387', '19811', '42413', '19375', '14563', '9787', '24991', '23938', '1479', '25756', '55740', '11321', '42582', '21943', '2526', '54892', '3423', '23014', '24469', '37582', '55218', '34985', '5477', '11943', '4063', '25637']"
98.21992,78.56964,76.26004,73.291016,73.20549,72.62276,71.66574,71.40591,71.34103,70.09668,69.730545,68.78149,68.711136,68.70831,68.63302,68.61518,68.46931,68.356834,68.33021,68.30566,68.05676,68.05352,67.545105,67.47599,67.30039,67.222595,67.20388,67.14668,67.14641,67.073296,"['16750', '55525', '38610', '49068', '16064', '16315', '30670', '16749', '31636', '29909', '48221', '16059', '3526', '9256', '17917', '9318', '7486', '16067', '51907', '53598', '723', '4664', '16068', '25562', '55267', '7610', '41686', '35225', '18574', '52668']"
116.55441,97.37154,94.73909,90.352325,87.26516,87.26516,86.42722,86.103226,84.31594,83.264565,82.50214,82.40538,81.861275,81.51623,81.37551,81.23616,80.678314,80.678314,80.650986,80.45881,80.45408,80.42582,79.665245,79.42095,78.52848,78.4835,78.27933,78.15154,77.951485,77.78456,"['21753', '54901', '54905', '19633', '148', '4557', '44244', '146', '20380', '4234', '1003', '44238', '34347', '51095', '54903', '10686', '3608', '5192', '3419', '26860', '17805', '5931', '26503', '33457', '13505', '1533', '6495', '26723', '44239', '33456']"
104.18059,77.33037,76.29966,74.81502,74.558044,73.87192,73.776,69.68496,67.91739,67.085915,66.5946,66.31045,66.220345,66.20569,66.116936,65.49257,65.37585,65.286255,65.13433,64.84059,64.83807,64.78486,64.68379,64.47504,64.40579,64.40309,64.2156,64.214424,64.21121,63.96827,"['14531', '3621', '13470', '44784', '44873', '55046', '19026', '34231', '34622', '53772', '25580', '44975', '35055', '41949', '19458', '52543', '20218', '453', '18232', '55866', '45198', '2446', '43967', '4023', '54351', '6488', '7342', '20881', '28581', '287']"
171.41235,171.41235,170.37366,160.22755,160.22755,158.38507,158.04088,158.04088,157.03012,154.34944,152.93764,152.93764,147.5752,147.5752,102.027695,98.830795,98.830795,98.5238,97.84893,96.46509,96.2719,95.60833,95.60173,95.60173,93.28588,92.70711,92.57878,92.3525,92.134384,91.94709,"['3157', '5113', '3156', '3158', '5114', '3165', '3161', '5116', '24548', '17364', '3160', '5115', '3164', '5119', '36285', '3162', '5117', '42760', '36017', '36020', '6438', '28710', '3201', '5124', '2702', '25707', '815', '46330', '48619', '20875']"
71.440094,61.380074,61.24102,60.203545,59.523342,57.818794,57.818794,57.630455,57.181854,57.14007,56.926746,55.42889,55.333145,55.29382,55.257954,54.939323,54.670586,54.670586,54.574,54.367245,53.60202,53.561752,53.541145,53.464485,53.429825,53.336884,53.302925,53.300472,53.167854,53.09476,"['24560', '36650', '55536', '36654', '25206', '1211', '4790', '42749', '56389', '44436', '56384', '36652', '1222', '18782', '10177', '22462', '2809', '5061', '36648', '36550', '36551', '3993', '56013', '51922', '53985', '4278', '56093', '39565', '24670', '24671']"
58.96823,58.70365,58.248142,58.02668,58.0237,57.537106,56.796318,56.4407,56.25161,56.212887,56.19346,56.043945,55.877083,55.62075,55.39463,55.354797,55.335567,55.227295,55.20839,54.967648,54.806442,54.772972,54.7269,54.705254,54.59553,54.588844,54.587166,54.57432,54.562065,54.359264,"['10895', '15468', '31553', '38198', '34187', '36798', '23174', '10554', '22307', '15320', '8533', '11499', '30288', '14131', '38483', '10115', '5394', '27399', '43015', '16801', '49977', '47484', '14155', '17252', '33975', '6521', '21398', '46121', '6134', '11408']"
98.65728,91.59134,89.88574,88.98214,88.567856,88.3239,87.52508,87.171326,86.85215,86.75453,86.58483,86.58483,86.37557,86.27108,85.82455,85.68403,85.58466,85.39664,85.17436,85.04733,84.95392,84.84241,84.47021,84.46042,84.33615,84.052605,84.03417,83.95101,83.89972,83.89972,"['35506', '22610', '46270', '52056', '9398', '24431', '30326', '155', '16667', '5844', '3209', '5126', '18948', '48147', '53890', '20216', '46127', '24070', '39616', '22880', '54702', '54459', '11167', '27800', '25604', '56675', '8385', '43281', '3699', '5206']"
77.201706,70.7905,68.25403,65.037544,63.094467,62.333687,60.63023,59.171696,58.247803,54.819096,54.567505,53.897163,52.950577,51.73727,51.441742,50.95213,50.817966,49.95286,49.130745,48.97092,48.834854,48.580486,48.466587,48.438114,48.1763,48.035248,47.965813,47.887344,47.76658,47.744827,"['21968', '21969', '12829', '21971', '21973', '23774', '21970', '16581', '23683', '33793', '23173', '16578', '21363', '23174', '32458', '37366', '9902', '13038', '8990', '31975', '17237', '3706', '13875', '13717', '42383', '53823', '3701', '53824', '33060', '12176']"
121.960495,94.73923,85.67305,81.556305,79.81147,75.974655,74.95483,74.94309,74.86503,74.78308,74.19856,73.92373,73.86228,73.62138,73.475624,72.97116,72.934525,72.93232,72.64493,72.60078,72.43389,72.22463,72.143234,72.12008,72.09593,71.91692,71.81386,71.8108,71.78351,71.62819,"['6257', '22054', '20594', '8513', '45851', '46826', '35761', '43287', '32065', '43506', '45972', '44817', '29417', '32451', '9875', '42592', '28984', '42999', '19754', '44994', '6990', '23556', '26842', '5546', '39089', '49907', '32523', '43505', '43508', '42613']"
89.82996,89.633606,88.92555,88.92555,88.759865,88.4767,88.26914,88.241646,88.01598,87.783905,87.69651,87.59668,87.37154,87.325035,87.15545,86.72745,86.60083,86.58586,86.5496,86.52918,86.454834,86.295715,86.264244,86.24051,86.10101,85.73892,85.69684,85.58497,85.51969,85.4751,"['22211', '56501', '2361', '4984', '27467', '52364', '6376', '55446', '36407', '22017', '20207', '52874', '34835', '48984', '48414', '4487', '18723', '46872', '2957', '2797', '21961', '49238', '52063', '18229', '32331', '44894', '53723', '39533', '21903', '42550']"
86.08763,83.58847,82.68462,79.663635,72.4673,70.89253,70.16114,68.51114,67.38354,66.88348,66.13024,65.891396,64.610054,64.251724,63.971943,63.897354,63.35328,63.221462,62.505524,62.40303,62.256596,61.740097,61.73159,61.62475,61.504074,61.2717,61.02192,60.87353,60.667667,60.61206,"['19572', '18114', '44187', '19801', '55092', '54018', '18417', '55090', '27632', '33922', '50123', '33923', '37027', '9318', '9553', '2245', '33921', '33924', '6251', '18473', '12694', '23478', '48414', '16055', '42613', '18426', '33665', '2118', '8741', '52871']"
